No,News Title,Category,News Title Indonesia
59219,Michael Jackson's Neverland remains in limbo,Entertainment,Neverland karya Michael Jackson masih dalam ketidakpastian
57484,Full House returning!,Entertainment,Rumah Penuh kembali!
42089,Herbalife says US FTC opens inquiry long sought by Ackman,Economy,Herbalife mengatakan FTC AS membuka penyelidikan yang telah lama dicari oleh Ackman
57869,'Once Upon a Time in Wonderland' Spinoff Series: ABC Confirms Cancellation of  ...,Entertainment,"Seri Spin-off ""Once Upon a Time in Wonderland"": ABC Konfirmasi Pembatalan ..."
35085,Harry Potter spinoff Fantastic Beasts 'to turn into movie trilogy',Entertainment,Spin-off Harry Potter Fantastic Beasts 'akan diubah menjadi film trilogi'
34657,Iceland volcano: Bardarbunga threat level downgraded but lava activity continues,Technology,Gunung berapi Islandia: Tingkat ancaman Bardarbunga diturunkan tetapi aktivitas lava terus berlanjut
18310,"Apple is suing Samsung for another $2 billion, and Google's been asked to help  ...",Technology,"Apple menggugat Samsung sebesar $2 miliar lagi, dan Google diminta membantu ..."
30961,"Jude Law, Jimmy Fallon have a 'Funny Face-Off' on 'Tonight Show' (Video)",Entertainment,"Jude Law, Jimmy Fallon melakukan 'Funny Face-Off' di 'Tonight Show' (Video)"
19044,Best Buy shares drop 4% in pre-market trade after Q1 earnings,Economy,Saham Best Buy turun 4% dalam perdagangan pra-pasar setelah pendapatan Q1
48558,Missed demeanor,Entertainment,Sikap yang dirindukan
55300,US unemployment rate in July,Economy,Tingkat pengangguran AS pada bulan Juli
61432,Samsung lets American try out products,Technology,Samsung mengizinkan orang Amerika mencoba produknya
46595,Zac Efron Attacked In LA's Skid Row,Entertainment,Zac Efron Menyerang Di Skid Row LA
1854,Say Goodbye to These 4 Saturday Night Live Cast Members,Entertainment,Ucapkan Selamat Tinggal pada 4 Pemeran Saturday Night Live Ini
50549,Toyota's S$1.5b settlement may guide US probe into GM,Technology,"Penyelesaian Toyota sebesar S$1,5 miliar dapat memandu penyelidikan AS terhadap GM"
44252,Social Security closes offices as baby boomers age | POLL,Economy,Jamsostek menutup kantor seiring bertambahnya usia generasi baby boomer | PEMILIHAN
62342,"Daily business briefing: Apple, IBM partnering to create mobile applications",Technology,"Pengarahan bisnis harian: Apple, IBM bermitra untuk membuat aplikasi seluler"
2447,"Dixons Retail, Carphone Warehouse Post Higher Profits Ahead Of Merger",Economy,"Dixons Retail, Carphone Warehouse Mencetak Laba Lebih Tinggi Menjelang Merger"
13705,Started Something I Couldn't Finish: Morrissey Cancels US Tour After Virus,Entertainment,Memulai Sesuatu yang Tidak Dapat Saya Selesaikan: Morrissey Membatalkan Tur AS Setelah Virus
38786,Miley Cyrus scraps rest of US tour,Entertainment,Miley Cyrus membatalkan sisa tur AS
22005,Earth to Echo: Director and Screenwriter Interview,Entertainment,Earth to Echo: Wawancara Sutradara dan Penulis Skenario
50844,"Billy Bob Thornton On 'Fargo,' Bringing The Story To TV, and That Horrible  ...",Entertainment,"Billy Bob Thornton Di 'Fargo,' Membawa Kisahnya Ke TV, dan Itu Mengerikan ..."
19070,Lady Gaga and Beyonce Have Big Gains on This Week's Social 50 Chart,Entertainment,Lady Gaga dan Beyonce Mendapat Keuntungan Besar di Social 50 Chart Minggu Ini
46997,Nigeria poised to become Africa's biggest economy,Economy,Nigeria siap menjadi negara dengan perekonomian terbesar di Afrika
44590,Kim Kardashian & Kanye West Take Paris & We Go Inside Their Alleged  ...,Entertainment,Kim Kardashian & Kanye West Ambil Paris & Kami Masuk ke Dalam Dugaan Mereka ...
58757,Veronica Mars Is Back! Stars Attend New York Screening Of Veronica Mars Movie,Entertainment,Veronica Mars Kembali! Para Bintang Menghadiri Pemutaran Film Veronica Mars di New York
2742,Obama to name former Proctor & Gamble head to lead VA,Economy,Obama akan menunjuk mantan kepala Proctor & Gamble untuk memimpin VA
6971,IPCC report: adapt to cope with climate change,Technology,Laporan IPCC: beradaptasi untuk mengatasi perubahan iklim
37625,Microsoft shows what happened behind the curtain at its Xbox E3 2014 events,Technology,Microsoft menunjukkan apa yang terjadi di balik tirai pada acara Xbox E3 2014
25901,Kim Kardashian's 'very normal' wedding,Entertainment,Pernikahan Kim Kardashian yang 'sangat normal'
12403,Growing Up Kilmer: Val's Son Jack Steps Into the Family Business in 'Palo Alto',Entertainment,"Kilmer Tumbuh: Putra Val, Jack, Melangkah ke Bisnis Keluarga di 'Palo Alto'"
45716,Full speed ahead as Fannie Mae stands by optimistic forecast,Economy,Kecepatan penuh ke depan saat Fannie Mae berpegang teguh pada perkiraan optimis
39410,"Carl Icahn, Bill Ackman 'forgive' each other: One of the greatest feuds in Wall  ...",Economy,"Carl Icahn, Bill Ackman 'saling memaafkan': Salah satu perseteruan terbesar di Wall ..."
36462,Leaked UN report talks about damage from climate change,Technology,Bocoran laporan PBB berbicara tentang kerusakan akibat perubahan iklim
4909,Open for Business,Economy,Terbuka untuk Bisnis
15790,'Heaven Is for Real' review: A crisis of faith,Entertainment,Ulasan 'Surga Itu Nyata': Krisis iman
48537,Yahoo announces two original 30-minute comedies,Entertainment,Yahoo mengumumkan dua komedi asli berdurasi 30 menit
52850,US adds 209000 jobs in July to keep hot streak intact,Economy,AS menambahkan 209.000 pekerjaan pada bulan Juli untuk menjaga rekor panas tetap utuh
6445,Dublin-based aircraft leasing firm SMBC Aviation Capital places order with  ...,Economy,Perusahaan penyewaan pesawat yang berbasis di Dublin SMBC Aviation Capital memesan ...
36429,Report warns effects of climate change are already taking place,Technology,Laporan tersebut memperingatkan dampak perubahan iklim sudah mulai terjadi
4023,"Lunchtime Links: An Unedited Version of Britney Spears's “Alien” Surfaces, Plus  ...",Entertainment,"Tautan Makan Siang: Versi Permukaan “Alien” Britney Spears yang Belum Diedit, Ditambah ..."
43567,Time Lapse: Lunar Eclipse,Technology,Selang Waktu: Gerhana Bulan
51210,Google removes search results in Europe,Technology,Google menghapus hasil pencarian di Eropa
52466,Google Glass Just Got Glam With DVF & Will Be On Sale For All June 23,Technology,Google Glass Baru saja Menjadi Glamor Dengan DVF & Akan Dijual Sepanjang 23 Juni
57608,"Samsung Gear 2, Gear Fit pricing details begin to trickle out",Technology,"Samsung Gear 2, detail harga Gear Fit mulai bermunculan"
8662,IMF cuts US growth forecast to 2pc,Economy,IMF memangkas perkiraan pertumbuhan AS menjadi 2 persen
21509,Game of Thrones 'Mockingbird' recap: Winter is Coming Live,Entertainment,Rekap 'Mockingbird' Game of Thrones: Musim Dingin Segera Hadir
23549,Alan Jackson Scores at Billboard Music Awards,Entertainment,Alan Jackson Mencetak Skor di Billboard Music Awards
56540,Check out All of Our Comic-Con 2014 Coverage So Far,Entertainment,Lihat Semua Liputan Comic-Con 2014 Kami Sejauh Ini
36802,Brian Williams Edited to Rap Snoop Dogg's 'Gin and Juice' (Watch),Entertainment,Brian Williams Mengedit 'Gin and Juice' milik Rap Snoop Dogg (Tonton)
1648,'Full House' Reunion Series May Be in the Works,Entertainment,"Seri Reuni ""Full House"" Mungkin Sedang Dikerjakan """
35161,"'Godzilla' debuts with $93 million, making it largest May opening for Warner Bros.",Entertainment,"'Godzilla' debut dengan pendapatan $93 juta, menjadikannya penayangan terbesar pada bulan Mei untuk Warner Bros."
65297,Coachella 2014: The Replacements reunite at Outdoor Theatre,Entertainment,Coachella 2014: The Replacements bersatu kembali di Teater Luar Ruangan
60560,First 'Maleficent' Featurette Shows More of Angelina Jolie's Spells,Entertainment,"""Fitur 'Maleficent' Pertama Menampilkan Lebih Banyak Mantra Angelina Jolie""."
21714,Harrison Ford's injury likely changes Star Wars filming plan,Entertainment,Cedera Harrison Ford kemungkinan besar mengubah rencana pembuatan film Star Wars
15038,Guardians of the Galaxy Box Office Estimates Adjusted Way Up After Blockbuster  ...,Entertainment,Perkiraan Box Office Guardians of the Galaxy Disesuaikan Setelah Blockbuster ...
11608,US auto sales surprise with strength in June,Economy,Penjualan mobil AS mengejutkan dengan menguatnya di bulan Juni
12741,Harrison Ford Injury Jeopardizes Star Wars Episode VII Shoot,Entertainment,Cedera Harrison Ford Membahayakan Pemotretan Star Wars Episode VII
1494,George Clooney and Amal Alamuddin Celebrate at an Engagement Party in  ...,Entertainment,George Clooney dan Amal Alamuddin Merayakan Pesta Pertunangan di ...
58686,Ford to name COO Mark Fields as new chief executive: sources,Economy,Ford akan menunjuk COO Mark Fields sebagai kepala eksekutif baru: sumber
20908,Angela Bassett Will Direct Whitney Houston Movie,Entertainment,Angela Bassett Akan Menyutradarai Film Whitney Houston
41725,Kayne West commissions painted portrait of Kim Kardashian as wedding gift,Entertainment,Kayne West menugaskan lukisan potret Kim Kardashian sebagai hadiah pernikahan
44296,Media Telecon: NASA Supersonic Test Flight Completed,Technology,Media Telecon: Uji Penerbangan Supersonik NASA Selesai
46712,Grady Sizemore to start in CF for Red Sox,Entertainment,Grady Sizemore akan memulai CF untuk Red Sox
45146,US stocks move higher,Economy,Saham AS bergerak lebih tinggi
14740,Garth Brooks cancels Ireland comeback shows,Entertainment,Garth Brooks membatalkan pertunjukan comeback Irlandia
35409,Get out of town! AAA expects uptick in holiday travel,Economy,Keluar kota! AAA memperkirakan peningkatan dalam perjalanan liburan
54764,The 20 Legen...dary Things We'll Miss The Most About 'How I Met Your Mother',Entertainment,20 Hal Legendaris Yang Paling Kami Rindukan Tentang 'Bagaimana Aku Bertemu Ibumu'
59213,General Motors to order Chevy Cruze recall,Technology,General Motors akan memerintahkan penarikan kembali Chevy Cruze
61631,Colorado reports $2 million in pot taxes,Economy,Colorado melaporkan pajak ganja sebesar $2 juta
28898,Siemens to Buy Rolls-Royce Energy Business for $1.32 Billion,Economy,"Siemens Akan Membeli Bisnis Energi Rolls-Royce seharga $1,32 Miliar"
53625,Cold-Cocking Zac Efron: Actor Punched In The Face By Homeless Dude,Entertainment,Zac Efron yang Dingin: Aktor Ditinju Wajahnya Oleh Pria Tunawisma
35014,Watch Ellen DeGeneres confront a nude Chelsea Handler in “Chelsea Lately  ...,Entertainment,Tonton Ellen DeGeneres menghadapi Chelsea Handler telanjang di “Chelsea Akhir-akhir ini ...
33968,Share this on:,Entertainment,Bagikan ini di:
60896,"Apple, Google and others to pay $325 million to settle hiring lawsuit",Technology,"Apple, Google, dan lainnya membayar $325 juta untuk menyelesaikan gugatan perekrutan"
18288,"Fracking Wastewater in Oklahoma Triggers Earthquakes, study says",Economy,"Fracking Air Limbah di Oklahoma Memicu Gempa Bumi, kata penelitian"
6522,Wells Fargo's Laughing All the Way to the Bank,Economy,Tertawa Wells Fargo Sepanjang Perjalanan ke Bank
31838,"Tesla prepping possible site in Nevada for new battery factory, but final decision  ...",Technology,"Tesla mempersiapkan kemungkinan lokasi di Nevada untuk pabrik baterai baru, tetapi keputusan akhir ..."
38681,Was Microsoft right to go through French blogger's Hotmail account?,Technology,Apakah Microsoft benar membobol akun Hotmail blogger Prancis?
11646,Corn crop ahead of state average,Economy,Hasil panen jagung melebihi rata-rata negara bagian
20227,Self-driving truck unveiled by Mercedes,Economy,Truk self-driving diluncurkan oleh Mercedes
2050,Justin Bieber apologizes for visiting Japanese shrine honouring convicted war  ...,Entertainment,Justin Bieber meminta maaf karena mengunjungi kuil Jepang untuk menghormati terpidana perang ...
23573,The Fantastic Four Adds Toby Kebbell as Doctor Doom,Entertainment,Fantastic Four Menambahkan Toby Kebbell sebagai Doctor Doom
9846,"Justin Bieber, Chris Brown reunion in studio",Entertainment,"Justin Bieber, reuni Chris Brown di studio"
24701,LG G Flex Gets A Much-Needed Kitkat Update,Technology,LG G Flex Mendapat Pembaruan Kitkat yang Sangat Dibutuhkan
50845,HTC One M8 launch: join us from 2am AEDT Wednesday (live blog),Technology,Peluncuran HTC One M8: bergabunglah dengan kami mulai pukul 02.00 AEDT Rabu (blog langsung)
48782,The Walking Dead Snubbed For TCA Award Nominations — Bad Sign For 2014  ...,Entertainment,The Walking Dead Dihina Untuk Nominasi Penghargaan TCA - Pertanda Buruk Untuk 2014 ...
45298,Video: 'Chelsea Lately' Sendoff Has A Boatload Of Celebs Parody 'We Are The  ...,Entertainment,Video: Sendoff 'Chelsea Akhir-akhir ini' Memiliki Banyak Parodi Selebriti 'We Are The ...
3934,Midnight Rider director Randall Miller charged over on-set death,Entertainment,Sutradara Midnight Rider Randall Miller didakwa atas kematian di lokasi syuting
21431,Intel steadies as PC declines ease,Economy,Intel stabil saat PC mengalami penurunan
10051,Practicing my Easter Hymns,Entertainment,Mempraktikkan Nyanyian Rohani Paskah saya
31715,All-new 2015 Toyota Camry becomes an edgier appliance,Economy,Toyota Camry 2015 yang serba baru menjadi perangkat yang lebih canggih
25239,Business Highlights,Economy,Ikhtisar Bisnis
16056,"Kim Kardashian Posts Throwback Thursday Photos With Kourtney, Bruce Jenner",Entertainment,"Kim Kardashian Memposting Foto Throwback Thursday Bersama Kourtney, Bruce Jenner"
31164,Amazon offers workers $5000 to quit their jobs,Economy,Amazon menawarkan pekerja $5000 untuk berhenti dari pekerjaan mereka
43381,Baxter International to Split In Response to Macro Challenges,Economy,Baxter International Akan Berpecah Dalam Menanggapi Tantangan Makro
6989,Economic week ahead: SA inflation and Ukraine tensions,Economy,Pekan ekonomi mendatang: inflasi SA dan ketegangan di Ukraina
24076,"US economy: Yellen stresses employment, inflation in Fed's coming decision",Economy,Perekonomian AS: Yellen menekankan lapangan kerja dan inflasi dalam keputusan Fed mendatang
29951,Allison Williams Is Your New Peter Pan,Entertainment,Allison Williams Adalah Peter Pan Baru Anda
845,Malaysia Airlines plane crash: Die Hard 2 pulled from broadcast by Film 4 after  ...,Economy,Kecelakaan Pesawat Malaysia Airlines: Die Hard 2 Ditarik dari Tayangan Film 4 Setelah ...
8757,Chiklis joins 'Coven' principals for next 'Horror',Entertainment,Chiklis bergabung dengan kepala sekolah 'Coven' untuk 'Horror' berikutnya
10796,Relatives of passengers demand Malaysia 'tell the truth',Economy,Kerabat penumpang menuntut Malaysia 'mengatakan yang sebenarnya'
7125,"Samsung Renews Relationship With Google, Android With Launch of Gear Live",Technology,"Samsung Memperbarui Hubungan Dengan Google, Android Dengan Peluncuran Gear Live"
60204,VIDEO: Legendary Actor Mickey Rooney Dead,Entertainment,VIDEO: Aktor Legendaris Mickey Rooney Meninggal
35874,TV Review: 'Lindsay',Entertainment,Ulasan TV: 'Lindsay'
64703,Batman v Superman adds Victor Zsasz and other villains,Entertainment,Batman v Superman menambahkan Victor Zsasz dan penjahat lainnya
11505,Divided Supreme Court strikes down part of EPA's greenhouse gas regulations  ...,Economy,Mahkamah Agung yang Terpecah membatalkan sebagian peraturan gas rumah kaca EPA ...
31836,Medtronic and Covidien Deal Is All About Taxes and Dividends,Economy,Kesepakatan Medtronic dan Covidien Adalah Tentang Pajak dan Dividen
31214,Energy sector faces attacks from hackers,Technology,Sektor energi menghadapi serangan dari peretas
14208,"2014 MTV VMAs | Latest News, Photos, and Videos",Entertainment,"VMA MTV 2014 | Berita, Foto, dan Video Terbaru"
4018,Hugh Jackman not leaving X-Men franchise after 'The Wolverine 3'?,Entertainment,Hugh Jackman tidak meninggalkan franchise X-Men setelah 'The Wolverine 3'?
54281,Jon Hamm Did Not Enjoy His Career in Porn,Entertainment,Jon Hamm Tidak Menikmati Karirnya di Film Porno
41775,"JCPenney Sales +6%, Loss Grows to $352M in 1Q",Economy,"Penjualan JCPenney +6%, Kerugian Meningkat menjadi $352 juta di 1Q"
47140,'Transcendence' Director Wally Pfister on 'Frustrating' Technology and What  ...,Entertainment,Sutradara 'Transendensi' Wally Pfister tentang Teknologi yang 'Membuat Frustasi' dan Apa ...
48430,10 moments you missed at the MTV Movie Awards,Entertainment,10 momen yang Anda lewatkan di MTV Movie Awards
15220,GRAINS-Corn falls as USDA sees crop quality best in 20 years,Economy,GRAIN-Jagung turun karena USDA melihat kualitas tanaman terbaik dalam 20 tahun
30666,Watch Celebs Say Goodbye to Chelsea Lately With a Farewell Sing-Along,Entertainment,Saksikan Para Selebriti Mengucapkan Selamat Tinggal kepada Chelsea Akhir-akhir ini Dengan Bernyanyi Bersama Perpisahan
5043,Euro uptrend bullish amid ECB easing expectations,Economy,Tren naik Euro bullish di tengah ekspektasi pelonggaran ECB
10393,T-Mobile Ends Overage Charges for Customers on Older Plans,Technology,T-Mobile Mengakhiri Biaya Kelebihan Penggunaan untuk Pelanggan dengan Paket Lama
54624,General Motors launches investigation into recall,Technology,General Motors meluncurkan penyelidikan penarikan kembali
46937,2015 Aston Martin V8 Vantage GT Bows at New York Show,Technology,Busur Aston Martin V8 Vantage GT 2015 di Pameran New York
31951,Gold steadies after payrolls tumble,Economy,Emas stabil setelah data gaji (payrolls) anjlok
43087,Researchers Say This Is The Best Job Of 2014,Economy,Peneliti Mengatakan Ini Adalah Pekerjaan Terbaik Tahun 2014
37506,Why Would Apple Buy Beats?,Economy,Mengapa Apple Membeli Beats?
34182,George Clooney sent fiancee 'series of flirty' e-mails,Entertainment,George Clooney mengirimkan email 'serangkaian genit' kepada tunangannya
51057,Iraq conflict brings defence stocks in focus,Economy,Konflik Irak menjadikan persediaan pertahanan sebagai fokus
34395,Sterling nears five-year high after Carney surprises on rates,Economy,Sterling mendekati level tertinggi dalam lima tahun setelah Carney memberikan kejutan pada tingkat suku bunga
2098,"Report: Paltrow, Martin flew to Bahamas as family before announcing split",Entertainment,"Laporan: Paltrow, Martin terbang ke Bahamas sebagai keluarga sebelum mengumumkan perpisahan"
22210,That Time A 15-Year-Old Justin Bieber Told A Racist Joke,Entertainment,"Saat Itu Justin Bieber, 15 Tahun, Menceritakan Lelucon Rasis"
61744,UK Market Declines Amid Earnings,Economy,Pasar Inggris Menurun Di Tengah Pendapatan
23512,PM Abbott says Aust in sync with US,Economy,PM Abbott mengatakan Aust sinkron dengan AS
5016,ABC Orders Agent Carter TV Series,Entertainment,ABC Memesan Serial TV Agen Carter
58386,Robert Pattinson's Sex-Filled Trailer Debuts!,Entertainment,Trailer Penuh Seks Robert Pattinson Debut!
1033,Freddie Mac Profit Falls 13%,Economy,Laba Freddie Mac Turun 13%
41584,U.S. Jobless Claims Edge Up,Economy,Klaim Pengangguran AS Naik
42409,Harrison Ford remains in hospital for injuries suffered from 'Star Wars' filming,Entertainment,Harrison Ford masih dirawat di rumah sakit karena cedera yang dideritanya akibat syuting 'Star Wars'
7942,AFP Lawsuit looms over 'Stairway to Heaven',Entertainment,Gugatan AFP membayangi 'Stairway to Heaven'
58972,Heavy Early Morning Activity On BlackBerry (BBRY),Economy,Aktivitas Pagi Hari yang Berat Di BlackBerry (BBRY)
41752,Apple in talks to buy headphone maker,Technology,Apple sedang dalam pembicaraan untuk membeli pembuat headphone
36106,We'Ve Got The Beat: Stream It,Technology,Kami Punya Yang Terhebat: Streaming
37363,Bachelorette Season 10 Episode 9 Stream [SPOILERS] Andi Makes Shocking  ...,Entertainment,Bachelorette Season 10 Episode 9 Stream [SPOILER] Andi Bikin Heboh ...
51136,"Game of Thrones Sneak Peek: Photo Gallery Preview of Episode 3, 'Breaker of  ...",Entertainment,"Game of Thrones Sneak Peek: Pratinjau Galeri Foto Episode 3, 'Breaker of ..."
30310,It's April 1st. You know what that means. | Bangkok Post: learning,Technology,Ini tanggal 1 April. Anda tahu apa artinya itu. | Bangkok Post: belajar
36901,Nintendo posts first quarter loss despite Wii U sales rise,Technology,Nintendo mencatat kerugian kuartal pertama meskipun penjualan Wii U meningkat
24702,"Microsoft Surface mini: Release date, price and specs",Technology,"Microsoft Surface mini: Tanggal rilis, harga dan spesifikasi"
14843,Contestant of ABC TV's 'The Bachelorette' dies in Utah accident,Entertainment,Kontestan 'The Bachelorette' TV ABC meninggal dalam kecelakaan di Utah
42015,Avril Lavigne's ex Deryck Whibley looks frail and needs support while walking  ...,Entertainment,Deryck Whibley mantan Avril Lavigne terlihat lemah dan membutuhkan dukungan saat berjalan ...
26527,IT Directors: Keep an eye on those iPads with Office,Technology,Direktur TI: Awasi iPad yang dilengkapi Office
29019,"EMC -2.1% on EPS guidance cut, high-end softness, VMware bookings",Economy,"EMC -2,1% pada pemotongan panduan EPS, kelembutan kelas atas, pemesanan VMware"
52048,Hillshire Brands To Review Pilgrim's Pride's $6.4 Bln Proposal - Quick Facts,Economy,"Merek Hillshire Akan Meninjau Proposal Pilgrim's Pride senilai $6,4 Miliar - Fakta Singkat"
36096,"NORTH CHICAGO, Illinois, July 18, 2014 /PRNewswire/ --",Economy,"CHICAGO UTARA, Illinois, 18 Juli 2014 /PRNewswire/ --"
35887,AT&T 4G LTE Available In Gadsden,Technology,AT&T 4G LTE Tersedia Di Gadsden
40845,HTC One Mini 2 leak reveals no depth-sensing camera,Technology,Bocoran HTC One Mini 2 mengungkapkan tidak ada kamera penginderaan kedalaman
29382,Kanye West and Kim Kardashian had 'extremely long' wedding kiss,Entertainment,Kanye West dan Kim Kardashian melakukan ciuman pernikahan yang 'sangat lama'
47490,American Idol 2014 Elimination Results: Top 4 Live Recap,Entertainment,Hasil Eliminasi American Idol 2014: Rekap Langsung 4 Teratas
62562,Williams in talks to reprise Fox 2000 developed 'Mrs. Doubtfire' sequel,Entertainment,Williams dalam pembicaraan untuk mengulangi Fox 2000 mengembangkan 'Mrs. Sekuel Keraguan
27619,New Preferred ETF Off to Fast Start,Economy,ETF Pilihan Baru Mulai Cepat
710,Gwar's management to issue statement following unconfirmed reports of  ...,Entertainment,Manajemen Gwar akan mengeluarkan pernyataan menyusul laporan yang belum dikonfirmasi ...
32967,Sunday marks 45th anniversary of first moon walk,Technology,Minggu menandai peringatan 45 tahun perjalanan bulan pertama
33760,Jada Pinkett Smith slams media: 'You're acting like covert pedophiles',Entertainment,Jada Pinkett Smith mengecam media: 'Anda bertingkah seperti pedofil terselubung'
58361,Ladies Home Journal Ceasing Subscription Service,Economy,Layanan Berlangganan Ladies Home Journal
58211,VIDEO: Kim Kardashian — Screw Kanye's Bonnaroo Gig … Check Out My Boobs!,Entertainment,VIDEO: Kim Kardashian — Persetan dengan Pertunjukan Bonnaroo Kanye… Lihat Payudaraku!
1419,Forex Market Review - FOMC Focus,Economy,Tinjauan Pasar Forex - Fokus FOMC
25688,NASA Approves Rocket for Deep-Space Travel,Technology,NASA Menyetujui Roket untuk Perjalanan Luar Angkasa
20630,"New ""American Idol"" From North Carolina",Entertainment,"""American Idol"" Baru Dari Carolina Utara"
63100,BET Awards Ratings Rise to 7.9 Million Viewers With Host Chris Rock,Entertainment,"Peringkat BET Awards Naik menjadi 7,9 Juta Penonton Dengan Pembawa Acara Chris Rock"
5698,ABC's Wins Final Complete Week of 2013-14 Season,Entertainment,ABC Memenangkan Minggu Lengkap Terakhir Musim 2013-14
58299,Can Anyone Compete with Amazon?,Economy,Adakah yang Bisa Bersaing dengan Amazon?
53967,"Neugebauer, Conaway condemn Obama admin. 'failure' in prairie chicken listing",Economy,"Neugebauer, Conaway mengutuk pemerintahan Obama. 'kegagalan' dalam daftar ayam padang rumput"
6638,"BOJ keeps monetary policy steady, trims economic forecast",Economy,BOJ menjaga kebijakan moneter tetap stabil dan memangkas perkiraan ekonomi
8493,Is the Samsung Galaxy Tab Pro 8.4 worth its price mark?,Technology,Apakah Samsung Galaxy Tab Pro 8.4 sepadan dengan harganya?
45286,Kendall Jenner & More: Billboard Music Awards' Best Moments,Entertainment,Kendall Jenner & Lainnya: Momen Terbaik Billboard Music Awards
53597,Google launches Glass in London,Technology,Google meluncurkan Glass di London
61441,"Johnny Depp, Fiancee Amber Heard Enjoy Intimate Engagement Party: Get the  ...",Entertainment,"Johnny Depp, Tunangan Amber Mendengar Nikmati Pesta Pertunangan Intim: Dapatkan ..."
63022,Justin Bieber and Selena Gomez perform sexy choreographed dance to John  ...,Entertainment,Justin Bieber dan Selena Gomez melakukan tarian koreografer seksi untuk John ...
2299,Ousted American Apparel CEO Dov Charney Gives Power To Hedge Fund: Report,Economy,CEO Pakaian Amerika yang Digulingkan Dov Charney Memberikan Kekuatan Untuk Hedge Fund: Laporan
30016,"Because cars are so fuel efficient, US will not use as much gasoline by 2040",Technology,"Karena mobil sangat hemat bahan bakar, AS tidak akan menggunakan banyak bensin pada tahun 2040"
40284,Lindsay Lohan's alleged list of 36 famous sex partners exposes more celeb  ...,Entertainment,Dugaan daftar 36 pasangan seks terkenal Lindsay Lohan mengungkap lebih banyak selebritis ...
28510,Alibaba's Jack Ma: English teacher turned Internet visionary,Economy,Jack Ma dari Alibaba: Guru bahasa Inggris yang menjadi visioner Internet
59425,"Beyonce, Jay Z running for Winnipeg",Entertainment,"Beyonce, Jay Z mencalonkan diri untuk Winnipeg"
60206,'X-Men: Days of Future Past' Improbably Succeeds at Its Many Tasks,Entertainment,"""X-Men: Days of Future Past"" Mustahil Berhasil dalam Banyak Tugasnya"
53575,"Wal-Mart Money Transfers to Compete With Western Union, MoneyGram",Economy,"Pengiriman Uang Wal-Mart untuk Bersaing Dengan Western Union, MoneyGram"
54128,VIDEO: SpaceX Cargo Launch Is 'Good To Go' Despite Space Station Glitch,Technology,VIDEO: Peluncuran Kargo SpaceX 'Bagus Untuk Dilakukan' Meskipun Stasiun Luar Angkasa Ada Kesalahan
28482,Review: McCarthy's 'Tammy' is a mess,Entertainment,Ulasan: 'Tammy' McCarthy berantakan
49310,Hyundai recalls 883000 Sonata sedans in US over transmission issue,Technology,Hyundai menarik kembali 883.000 sedan Sonata di AS karena masalah transmisi
29761,Mrs. Doubtfire Sequel in the Works,Entertainment,Sekuel Mrs. Doubtfire sedang dalam Pengerjaan
45430,Alibaba and Lions Gate Plan Subscription TV Streaming Service in China,Entertainment,Alibaba dan Lions Gate Rencanakan Layanan Streaming TV Berlangganan di Tiongkok
49280,"HEALTH"" Palcohol Update",Entertainment,"KESEHATAN"" Pembaruan Palcohol"
35123,Lena Dunham's 2014 Emmy Awards Outfit Will Make You Hungry For Cotton  ...,Entertainment,Pakaian Emmy Awards 2014 Lena Dunham Akan Membuat Anda Lapar Akan Katun ...
59004,Samsung Finds It Costly to Keep Up with China,Economy,Samsung merasa mahal untuk bisa mengimbangi Tiongkok
53703,Heartbleed Update: One Full-Time Worker Maintains Our Online Security,Technology,Pembaruan Heartbleed: Seorang Pekerja Penuh Waktu Menjaga Keamanan Online Kami
12236,"Neil Young's High-Fidelity Pono Music Player Is Still Coming, and It'll Cost $399",Entertainment,"Pemutar Musik Pono Fidelitas Tinggi Neil Young Masih Hadir, dan Harganya $399"
11045,Cousteau passes halfway point in the underwater Aquarius lab off Key Largo,Technology,Cousteau melewati setengah jalan di laboratorium Aquarius bawah air di lepas pantai Key Largo
41086,Target's profit down 16 pct as it deals with customer data breach fallout,Economy,Laba Target turun 16 persen karena berkaitan dengan dampak pelanggaran data pelanggan
1647,The Shadow of Galileo: What Do We Know About Climate Change?,Technology,Bayangan Galileo: Apa yang Kita Ketahui tentang Perubahan Iklim?
53152,Hackers are smarter than those trying to stop them: survey,Technology,Peretas lebih pintar daripada mereka yang mencoba menghentikannya: survei
41870,Caleb Johnson American Idol “As Long As You Still Love Me” Video 5/20/14  ...,Entertainment,Caleb Johnson American Idol “Selama Kamu Masih Mencintaiku” Video 20/5/14 ...
52330,HP Nears Settlement In Suits Over $11B Autonomy Merger,Economy,HP Hampir Menyelesaikan Tuntutan Penggabungan Otonomi Lebih dari $11 Miliar
23711,Netflix Deal with Verizon to Increase Streaming Speed,Technology,Netflix Berurusan dengan Verizon untuk Meningkatkan Kecepatan Streaming
1912,"July 28, 2014, 9:08 pm",Technology,"28 Juli 2014, 21:08"
64368,Green party MLA says Russia China LNG deal big trouble for BC,Economy,Partai hijau MLA mengatakan LNG Rusia Cina menimbulkan masalah besar bagi BC
30093,Economy shrank by 2.9% in 1st quarter,Economy,"Ekonomi menyusut sebesar 2,9% pada kuartal pertama"
