No,News Title,Category,News Title Indonesia
45718,Cottage Cheese Recall,Economy,Penarikan Keju Cottage
26949,"'Life Of Crime' Star Jennifer Aniston Reunites With Courteney Cox, Lisa Kudrow  ...",Entertainment,"Bintang 'Life Of Crime' Jennifer Aniston Reuni Dengan Courteney Cox, Lisa Kudrow ..."
25996,"House bill would nix gas tax, add tax to crude oil, index diesel tax to fuel economy",Economy,"RUU DPR akan menghapuskan pajak bahan bakar, menambahkan pajak pada minyak mentah, dan mengindeks pajak solar untuk penghematan bahan bakar"
48989,Google takes to Google+ to defend Google Glass,Technology,Google menggunakan Google+ untuk membela Google Glass
8704,"Congress could scuttle Medtronic, Covidien deal",Economy,Kongres dapat membatalkan kesepakatan Medtronic dan Covidien
42154,Wayne Knight Is Alive! 'Seinfeld' Actor Tweets To Quash Death Hoax,Entertainment,Wayne Knight Masih Hidup! Aktor 'Seinfeld' Tweet Untuk Membatalkan Hoax Kematian
57692,'Sons of Anarchy' Season 7 adds Courtney Love as a preschool teacher,Entertainment,'Sons of Anarchy' Musim 7 menambahkan Courtney Love sebagai guru prasekolah
7360,Factbox: U.N. issues guide to slow climate change,Technology,Kotak Fakta: PBB mengeluarkan panduan untuk memperlambat perubahan iklim
27237,Creation Museum Unveiling Dinosaur Fossil Evidence of Biblical Flood,Technology,Museum Penciptaan Mengungkap Fosil Dinosaurus Bukti Banjir dalam Alkitab
5035,Utah Bank Under Scrutiny Regarding Missing Plane,Economy,Bank Utah Dalam Pengawasan Terkait Pesawat Hilang
4180,Bank to announce interest rates,Economy,Bank akan mengumumkan suku bunga
12154,Amazing Spider-Man 2 Xbox One Debacle Takes Another Twist,Entertainment,Bencana Xbox One Spider-Man 2 yang Menakjubkan Membawa Perubahan Lain
43644,Can these stocks maintain their upward momentum?,Economy,Bisakah saham-saham ini mempertahankan momentum kenaikannya?
11176,"Lions Gate to develop Power Rangers movie, 2 decades after box-office flop  ...",Entertainment,"Lions Gate akan mengembangkan film Power Rangers, 2 dekade setelah kegagalan box-office ..."
34917,'Star Wars' spinoff to be filmed in the UK,Entertainment,Spin-off 'Star Wars' akan difilmkan di Inggris
38456,Bee fossils at La Brea Tar Pits offer clues to Ice Age climate,Technology,Fosil lebah di La Brea Tar Pits memberikan petunjuk tentang iklim Zaman Es
30959,Jay-Z and Beyonce: The story so far,Entertainment,Jay-Z dan Beyonce: Ceritanya sejauh ini
29956,'Orphan Black' Declassified: EP Breaks Down Season 2 Premiere's Big Reveals,Entertainment,"""Orphan Black"" Dideklasifikasi: EP Menguraikan Pengungkapan Besar Premiere Musim 2 """
34578,Graphene breakthrough may give Samsung edge over Apple,Technology,Terobosan Graphene mungkin memberi Samsung keunggulan atas Apple
34990,Mila Kunis reportedly pregnant with Ashton Kutcher's baby,Entertainment,Mila Kunis dikabarkan sedang mengandung bayi Ashton Kutcher
16617,"Run your own cloud storage for less, EMC says",Technology,"Jalankan penyimpanan cloud Anda sendiri dengan biaya lebih murah, kata EMC"
57418,Miley Cyrus gets new tattoo to honor dog that died,Entertainment,Miley Cyrus membuat tato baru untuk menghormati anjing yang mati
37569,This Church Is Preventing The World From Seeing Cersei's Boobs On 'Game Of  ...,Entertainment,Gereja Ini Mencegah Dunia Melihat Payudara Cersei di 'Game Of ...
6404,New objects sighted as Flight 370 search shifts dramatically,Economy,Objek baru yang terlihat saat pencarian Penerbangan 370 bergeser secara dramatis
36286,"Bryan Singer, X-Men Director, Accused of Sexually Abusing Teenage Boy in the  ...",Entertainment,"Bryan Singer, Sutradara X-Men, Dituduh Melakukan Pelecehan Seksual terhadap Remaja Laki-Laki di ..."
47646,US FTC wants greater controls on data brokers,Economy,FTC AS menginginkan kontrol yang lebih besar terhadap pialang data
17305,Mila Kunis is pregnant Mila Kunis is pregnant.,Entertainment,Mila Kunis sedang hamil Mila Kunis sedang hamil.
58831,Apple And Samsung In Talks To End Patent Disputes (Rumor),Technology,Apple dan Samsung Dalam Pembicaraan Untuk Mengakhiri Sengketa Paten (Rumor)
41799,Tracy Morgan Upgraded to Fair,Entertainment,Tracy Morgan Ditingkatkan menjadi Adil
13918,Behind the Scenes with gaming's most important 90 minutes,Technology,Di Balik Layar dengan 90 menit permainan yang paling penting
64023,What to Eat During the Lunar Eclipse,Technology,Apa yang Harus Dimakan Saat Gerhana Bulan
62177,Starbucks now lets you sip coffee AND wirelessly charge your phone,Technology,Starbucks kini memungkinkan Anda menyesap kopi DAN mengisi daya ponsel Anda secara nirkabel
3699,"Applications for US unemployment benefits dipped last week, latest sign of scant  ...",Economy,"Permohonan tunjangan pengangguran di AS menurun minggu lalu, tanda terbaru dari sedikitnya ..."
46866,Android “L” Material Design Keyboard Arrives On Non-Rooted Devices,Technology,Keyboard Desain Material Android “L” Hadir di Perangkat yang Tidak Di-Root
38296,MS: Kinect-less debut sees Xbox One monthly sales double in US,Technology,MS: Debut tanpa Kinect membuat penjualan bulanan Xbox One berlipat ganda di AS
1557,Court upholds EPA coal-plant emission standards,Economy,Pengadilan menjunjung tinggi standar emisi pembangkit listrik tenaga batu bara EPA
48363,'Right to be forgotten' by Google may be a useful EU mess,Technology,'Hak untuk dilupakan' oleh Google mungkin berguna untuk kekacauan Uni Eropa
26149,Mortgage Rates Drop To Near 4%,Economy,Suku Bunga Hipotek Turun Mendekati 4%
61479,Good Grief! What are you doing in late 2015?,Entertainment,Duka yang Baik! Apa yang kamu lakukan di akhir tahun 2015?
38559,Novartis To License Google Smart Lens Technology,Technology,Novartis Akan Melisensikan Teknologi Google Smart Lens
52558,Amateur Radio Operators: Talking To People Across The Country,Technology,Operator Radio Amatir: Berbicara Dengan Orang Di Seluruh Negeri
35865,Facebook woos journos with 'FB Newswire',Technology,Facebook merayu jurnalis dengan 'FB Newswire'
46625,"Review: 'Silicon Valley' has potential, but no belly laughs",Entertainment,"Ulasan: 'Silicon Valley' memiliki potensi, tetapi tidak membuat perut tertawa"
26123,Here's The Funniest Exchange Between Facebook's Outgoing CFO And Sheryl  ...,Economy,Inilah Pertukaran Terlucu Antara CFO Facebook yang Keluar dan Sheryl ...
35661,"Hey girl, Ryan Gosling's new film Lost River isn't very good",Entertainment,"Hai gadis, film baru Ryan Gosling, Lost River, tidak terlalu bagus"
7200,Morgan Stanley's Earnings Win: Did It Just Beat Goldman Sachs Group Inc?,Economy,Kemenangan Pendapatan Morgan Stanley: Apakah Ini Baru Saja Mengalahkan Goldman Sachs Group Inc?
10185,Kimye honeymoon in Ireland,Entertainment,Bulan madu Kimye di Irlandia
31554,Seán FitzPatrick not guilty on all counts in Anglo trial,Economy,Seán FitzPatrick tidak bersalah atas semua tuduhan dalam persidangan Anglo
32365,Microsoft appoints new Xbox and cloud leaders,Technology,Microsoft menunjuk pemimpin Xbox dan cloud baru
56436,"For The Smoothest Trip, Sail The Smartship - Quantum of the Seas Debuts New  ...",Economy,"Untuk Perjalanan Paling Lancar, Sail The Smartship - Quantum of the Seas Debutkan Produk Baru ..."
6134,"Roundup: Nikkei ends down 0.42 pct tracking losses in Europe, U.S.",Economy,"Rangkuman: Nikkei berakhir turun 0,42 persen mengikuti penurunan di Eropa dan AS."
33393,Jay Z & Beyonce Release Star-Studded Tour Trailer,Entertainment,Jay Z & Beyonce Merilis Trailer Tur Bertabur Bintang
50421,Dead actor's brothers to finish film,Entertainment,Saudara laki-laki aktor yang sudah meninggal akan menyelesaikan filmnya
42431,"Argentina Deliberately Defaults, Rejects Alternative Proposals - Reports",Economy,"Argentina Sengaja Gagal Bayar, Menolak Proposal Alternatif - Laporan"
28094,Facebook Audience Network: More Details On Impending Launch Of Mobile Ad  ...,Technology,Jaringan Pemirsa Facebook: Detail Lebih Lanjut Tentang Peluncuran Iklan Seluler ...
33791,Miley Cyrus shows off lip tattoo,Entertainment,Miley Cyrus pamer tato bibir
60929,RIP Nokia X Running Android,Technology,RIP Nokia X Menjalankan Android
29751,Three workers rescued from collapsed Honduras mine: officials,Economy,Tiga pekerja diselamatkan dari runtuhnya tambang Honduras: pejabat
51990,Who Was Eliminated On The Bachelorette 2014 Last Night? Week 6,Entertainment,Siapa yang Tersingkir di Bachelorette 2014 Tadi Malam? Minggu 6
55888,NFL Sunday Ticket Might Be Available Without Satellite Next Season,Technology,Tiket Minggu NFL Mungkin Tersedia Tanpa Satelit Musim Depan
41047,'How I Met Your Mother' series finale spoilers: New clips share sneak peek,Entertainment,Spoiler final seri 'How I Met Your Mother': Klip baru berbagi cuplikan
60454,"Mila Kunis, Ashton Kutcher expecting a baby",Entertainment,"Mila Kunis, Ashton Kutcher sedang menantikan kelahiran bayi"
44043,Toyota 'FCV Concept' Revealed and Priced Rs. 41 lakhs – US and European  ...,Technology,Toyota 'FCV Concept' Terungkap dan Dibanderol Rs. 41 lakh – AS dan Eropa ...
35286,Zions Bank Fails Stress Test – But What Does That Mean?,Economy,Zions Bank Gagal Stress Test – Tapi Apa Artinya?
48144,Ones To Watch 2014 Recap: 3DS,Technology,Rekap Yang Harus Ditonton 2014: 3DS
15504,Tokyo stocks down 1.34% by break,Economy,"Saham Tokyo turun 1,34% saat istirahat"
44799,The Walking Dead Season 4 Finale breaks records,Entertainment,Final The Walking Dead Season 4 memecahkan rekor
7228,Zendaya Coleman: Could She Be Replaced By Rihanna In Aaliyah Biopic?,Entertainment,Zendaya Coleman: Mungkinkah Dia Digantikan Rihanna di Film Biopik Aaliyah?
7432,Which Matters More: Janet Yellen Or Earnings & Economic Data?,Economy,Mana yang Lebih Penting: Janet Yellen Atau Pendapatan & Data Ekonomi?
30605,Macklemore apologizes for controversial costume,Entertainment,Macklemore meminta maaf atas kostum kontroversialnya
42551,Microsoft's planned surprise today was indeed another Android smartphone  ...,Technology,Kejutan yang direncanakan Microsoft hari ini memang merupakan smartphone Android lainnya ...
23246,Glencore Xstrata sells stake in Peru mine for $5.85bn,Economy,"Glencore Xstrata menjual saham di tambang Peru seharga $5,85 miliar"
13825,Shia LaBeouf arrested during Broadway show,Entertainment,Shia LaBeouf ditangkap saat pertunjukan Broadway
20504,"Yahoo hangs onto more of its Alibaba shares, but misses on revenue and profit",Technology,"Yahoo lebih banyak mengandalkan saham Alibaba, namun kehilangan pendapatan dan laba"
58170,Star Wars fans' charity casting call,Entertainment,Panggilan casting amal untuk penggemar Star Wars
14216,AT&T To Acquire Broadcast Provider DirecTV,Economy,AT&T Akan Mengakuisisi Penyedia Siaran DirecTV
39530,Wally Pfister's sci-fi Transcendence like a clunky TED talk,Entertainment,Transendensi fiksi ilmiah Wally Pfister seperti pembicaraan TED yang kikuk
61781,Contest: Two Nest Thermostats Up for Grabs From Droid Life!,Technology,Kontes: Dua Termostat Sarang Siap Diperebutkan dari Droid Life!
58527,Major Shakeups at 'The View' ...,Entertainment,Perombakan Besar di 'The View' ...
61595,"#PreMarket Primer: Tuesday, June 3: Bidding On Hillshire Ramps Up",Economy,"#PreMarket Primer: Selasa, 3 Juni: Penawaran di Hillshire Meningkat"
31597,Activision 'revising' release of 'The Amazing Spider-Man 2' for Xbox One,Technology,Activision 'merevisi' rilis 'The Amazing Spider-Man 2' untuk Xbox One
37659,Tracy Morgan out of critical condition,Entertainment,Tracy Morgan keluar dari kondisi kritis
9801,Transformers Dominate Box Office Again with Age of Extinction,Entertainment,Transformers Kembali Mendominasi Box Office dengan Age of Extinction
13362,Trees on Mars,Technology,Pohon di Mars
32250,"Game of Thrones Recap: Season 4, Episode 4, ""Oathkeeper""",Entertainment,"Rekap Game of Thrones: Musim 4, Episode 4, ""Penjaga Sumpah"""
13309,Holcim-Lafarge Deal Would Face Regulatory Scrutiny,Economy,Kesepakatan Holcim-Lafarge Akan Menghadapi Pengawasan Regulasi
50697,Brand New Meteor Shower Set to Light Up Sky,Technology,Hujan Meteor Baru Akan Menerangi Langit
8945,Thai troops detain Cabinet minister who emerged from hiding to condemn coup,Entertainment,Pasukan Thailand menahan menteri Kabinet yang muncul dari persembunyiannya untuk mengutuk kudeta
26440,January home prices in Seattle down 0.8 percent,Economy,"Harga rumah bulan Januari di Seattle turun 0,8 persen"
45001,Port Authority Hires Security Firm to Guard WTC Following Recent Breaches,Economy,Otoritas Pelabuhan Menyewa Perusahaan Keamanan untuk Menjaga WTC Setelah Pelanggaran Baru-baru ini
52349,Jimmy Fallon gets Chris Christie to boogie on TV,Entertainment,Jimmy Fallon mengajak Chris Christie melakukan boogie di TV
35660,Dead Star's Lookalike Brothers to Finish 'Fast and Furious 7',Entertainment,Saudara Mirip Dead Star Akan Menyelesaikan 'Fast and Furious 7'
18997,Gay X-Men director Bryan Singer denies raping 17-year-old boy,Entertainment,"Sutradara Gay X-Men, Bryan Singer, membantah telah memperkosa anak laki-laki berusia 17 tahun"
19486,Target's chairman and CEO out after breach,Economy,Ketua dan CEO Target keluar setelah pelanggaran
44780,US trade deficit drops 3.6 percent in March,Economy,"Defisit perdagangan AS turun 3,6 persen di bulan Maret"
40056,German court confirms euro zone bailout scheme is legal,Economy,Pengadilan Jerman menegaskan skema dana talangan zona euro adalah sah
54421,Hands-On: Samsung Debuts Thin Galaxy Tab S With 2560X1600 Super  ...,Technology,Hands-On: Samsung Debut Galaxy Tab S Tipis Dengan 2560X1600 Super ...
57957,Scottish fact of the week: The Loch Morar Monster,Technology,Fakta Skotlandia minggu ini: Monster Loch Morar
54115,IBM Hardware Business Challenges Continue To Weigh,Economy,Tantangan Bisnis Perangkat Keras IBM Terus Membebani
6495,40 years of Rubik's Cube in 10 key figures,Technology,40 tahun Kubus Rubik dalam 10 tokoh kunci
56283,US congressional committee investigating slow recall response by GM,Technology,Komite Kongres AS menyelidiki respons penarikan kembali yang lambat oleh GM
26284,What Family Dollar says about the economy,Economy,Apa yang dikatakan Family Dollar tentang perekonomian
57323,Obamacare was supposed to make insurance markets more competitive. Has it?,Economy,Obamacare seharusnya membuat pasar asuransi lebih kompetitif. Apakah itu?
39569,Second-generation Nokia Android phones show Microsoft's new priorities,Technology,Ponsel Android Nokia generasi kedua menunjukkan prioritas baru Microsoft
12490,GoPro rugged camera maker files for $100 million IPO,Economy,Pembuat kamera tangguh GoPro mengajukan IPO $100 juta
54471,Failure of Launch Pad's Water System Causes Delay in Lift-Off of NASA Carbon  ...,Technology,Kegagalan Sistem Air di Landasan Peluncuran Menyebabkan Keterlambatan Pengangkatan Karbon NASA ...
16506,22 Jump Street Gets to Poke Fun at Sequels and Make Sequel Money — What a  ...,Entertainment,22 Jump Street Mengolok-olok Sekuel dan Menghasilkan Uang Sekuel — Sungguh ...
9468,Potato salad on Kickstarter rakes in USD 3700!,Entertainment,Salad kentang di Kickstarter menghasilkan USD 3700!
42253,Hearing On Casey Kasem's Future Set For Today,Entertainment,Mendengar Tentang Masa Depan Casey Kasem yang Ditetapkan Untuk Hari Ini
34784,Easter Quotes And Infographic,Entertainment,Kutipan Paskah Dan Infografis
28845,Girls Meets Genesis In Lena Dunham's Best SNL Sketch,Entertainment,Girls Meet Genesis Dalam Sketsa SNL Terbaik Lena Dunham
35347,Chrysler's US sales jump 17% in May,Technology,Penjualan Chrysler di AS melonjak 17% di bulan Mei
6639,Hey CBS: Let Colbert be 'Colbert',Entertainment,Hai CBS: Biarkan Colbert menjadi 'Colbert'
9295,Incredibles 2 & Cars 3 Are In Development At Pixar,Entertainment,Incredibles 2 & Cars 3 Sedang Dikembangkan Di Pixar
59914,Lena Dunham Talks Love and Quitting Acting in Glamour,Entertainment,Lena Dunham Berbicara tentang Cinta dan Berhenti Berakting karena Glamor
33601,Is Asus working on an Android Wear watch?,Technology,Apakah Asus mengerjakan jam tangan Android Wear?
10084,Citigroup to Settle Subprime Mortgages Investigation,Economy,Citigroup Akan Menyelesaikan Investigasi Hipotek Subprime
6365,Apple to pay $3.2bn for Beats Electronics,Technology,"Apple akan membayar $3,2 miliar untuk Beats Electronics"
32453,Aereo Lost. What Now?,Technology,Aereo Hilang. Bagaimana Sekarang?
54838,"In new ad, Taco Bell wants you to ditch your old McDonald's breakfast",Economy,"Dalam iklan baru, Taco Bell ingin Anda membuang sarapan McDonald's lama Anda"
61953,Philip Morris slips after cutting full-year guidance amid currency fluctuations,Economy,Philip Morris tergelincir setelah memangkas panduan setahun penuh di tengah fluktuasi mata uang
43373,Prairie Chicken Listing Threatens Oil Drilling in Five States,Economy,Daftar Ayam Prairie Mengancam Pengeboran Minyak di Lima Negara Bagian
8273,"See Billy Joel, Jimmy Fallon, and an iPad Do 'The Lion Sleeps Tonight'",Entertainment,"Lihat Billy Joel, Jimmy Fallon, dan iPad Melakukan 'The Lion Sleeps Tonight'"
58455,GM to invest $12 bln in China and plans more plants,Economy,GM akan berinvestasi $12 miliar di Tiongkok dan merencanakan lebih banyak pabrik
63644,'X-Men: Days of Future Past' blows away box office competition,Entertainment,'X-Men: Days of Future Past' mengalahkan persaingan box office
7551,"Watch this Supercut of Melissa McCarthy's Raunchiest, Most Shocking Movie  ...",Entertainment,Tonton Supercut Film Melissa McCarthy yang Paling Cabul dan Paling Mengejutkan ...
27176,Amy Adams Gave Up Her First Class Seat to a Soldier On Her Flight to LA,Entertainment,Amy Adams Menyerahkan Kursi Kelas Satunya kepada Seorang Tentara Dalam Penerbangannya ke LA
52155,'Dancing with the Stars' Predictions: Who Will Win Season 18?,Entertainment,Prediksi 'Dancing with the Stars': Siapa yang Akan Menang Musim 18?
14226,"Apple expands buybacks by $30bn, okays 7-for-1 stock split",Technology,"Apple memperluas pembelian kembali sebesar $30 miliar, oke pemecahan saham 7-untuk-1"
9272,HP Escapes Shareholder Suit Targeting Former CEO,Economy,HP Lolos dari Gugatan Pemegang Saham yang Menargetkan Mantan CEO
45386,DNA Analysis of Hair Might Reveal The Enigma Behind BigFoot Yeti,Technology,Analisis DNA Rambut Mungkin Mengungkap Enigma di Balik BigFoot Yeti
33204,Thought for the Week with Graham Owen,Entertainment,Pemikiran untuk Minggu Ini bersama Graham Owen
35574,Neil Patrick Harris leaving Broadway's 'Hedwig and the Angry Itch',Entertainment,Neil Patrick Harris meninggalkan 'Hedwig and the Angry Itch' di Broadway
31943,A Hard Day's Night review – a larky and quaint Beatles fantasy,Entertainment,Ulasan A Hard Day's Night – fantasi Beatles yang aneh dan kuno
58642,Settlement Fee Drives Fannie Mae Q1 Earnings - Analyst Blog,Economy,Biaya Penyelesaian Mendorong Pendapatan Fannie Mae Q1 - Blog Analis
9344,Apple resurrects iPhone 5C with 8GB model for £429.99,Technology,"Apple menghidupkan kembali iPhone 5C dengan model 8GB seharga £429,99"
8565,James Franco Explains His Odd Instagram Presence,Entertainment,James Franco Menjelaskan Kehadiran Instagramnya yang Aneh
50533,My Big Fat Greek Wedding Sequel Is On,Entertainment,Sekuel Pernikahan Yunani Besar Saya yang Gemuk Sudah Aktif
12796,The Rolling Stones to play first show in Israel,Entertainment,The Rolling Stones akan memainkan pertunjukan pertama di Israel
38777,Strong Earnings Push Coca-Cola and Johnson & Johnson Higher to Lead the Dow,Economy,Pendapatan yang Kuat Mendorong Coca-Cola dan Johnson & Johnson Lebih Tinggi untuk Memimpin Dow
24596,Alibaba IPO highlights impish founder Jack Ma's rise to China's entrepreneur-in  ...,Economy,IPO Alibaba menyoroti kebangkitan pendiri nakal Jack Ma menjadi wirausahawan Tiongkok di ...
28246,PRECIOUS-Gold extends gains to 5-1/2 mth high on safe-haven demand,Economy,BERHARGA-Emas memperpanjang kenaikan ke level tertinggi 5-1/2 bulan karena permintaan safe-haven
13824,Twitter's Losing Sight of What Makes It So Great,Technology,Twitter Kehilangan Pandangan tentang Apa yang Membuatnya Begitu Hebat
37343,"New HTC One (M8) smart phone promises bigger display, louder sound, and  ...",Technology,"Ponsel pintar HTC One (M8) baru menjanjikan tampilan lebih besar, suara lebih keras, dan ..."
35841,Batman-Superman Movie Finds Its Cyborg,Entertainment,Film Batman-Superman Menemukan Cyborgnya
41332,Feds doubt climate change's impact on wolverines,Technology,FBI meragukan dampak perubahan iklim terhadap serigala
27837,NBS: China's manufacturing PMI up to 50.3% in March,Economy,"NBS: PMI manufaktur Tiongkok naik hingga 50,3% di bulan Maret"
6117,Joan Rivers Says Lena Dunham Should Try To Look Better,Entertainment,Joan Rivers Berkata Lena Dunham Harus Berusaha Tampil Lebih Baik
4987,From ColumbusAlive.com,Economy,Dari ColombusAlive.com
11656,Mail Online apologises to George Clooney for story on forthcoming marriage,Entertainment,Mail Online meminta maaf kepada George Clooney atas cerita tentang pernikahan yang akan datang
28028,Gia Coppola plumbs James Franco's teenage tales,Entertainment,Gia Coppola menyelami kisah remaja James Franco
20014,Malaysia Airlines: Search focus shifts closer to Australia,Economy,Malaysia Airlines: Fokus pencarian bergeser ke Australia
27858,US Homebuilder Sentiment Jumps,Economy,Sentimen Pembangun Rumah AS Melonjak
41669,Android Wear redefines what a smartwatch OS should be,Technology,Android Wear mendefinisikan ulang OS jam tangan pintar yang seharusnya
40388,Independence Day holiday records as jobs jump (VIDEO),Economy,Rekor liburan Hari Kemerdekaan seiring lonjakan lapangan kerja (VIDEO)
20286,Major Currency Pairs: Yen Reached 3 Month High Against The Dollar,Economy,Pasangan Mata Uang Utama: Yen Mencapai Tertinggi 3 Bulan Terhadap Dolar
47896,"The Internet asks: Et tu, FCC?",Technology,"Internet bertanya: Dan kamu, FCC?"
42683,North Korea lodges protest in UN over film,Entertainment,Korea Utara mengajukan protes ke PBB atas film
61799,Judge denies Argentina's request for a stay to avoid default,Economy,Hakim menolak permintaan penundaan Argentina untuk menghindari gagal bayar
21177,'Bachelorette' Finale: Andi Dorfman Chooses …,Entertainment,Final 'Sarjana': Andi Dorfman Memilih …
53688,"Honda, Mazda, Nissan Issue Recall Over Airbags",Technology,"Honda, Mazda, Nissan Masalah Penarikan Airbag"
34368,"Fox cancels 'Dads,' 'Enlisted' and 'Surviving Jack'",Entertainment,"Fox membatalkan 'Dads', 'Enlisted' dan 'Surviving Jack'"
39889,Bulgaria's Air Pollution Levels Remain Highest in Europe – WHO,Technology,Tingkat Polusi Udara Bulgaria Tetap Tertinggi di Eropa – WHO
55495,Battle Of The Bullies?,Technology,Pertempuran Para Pengganggu?
21080,Samsung Galaxy S5 Fingerprint Scanner Spoofed,Technology,Pemindai Sidik Jari Samsung Galaxy S5 Dipalsukan
25391,"Still Kim, Mrs. West soon-Kim Kardashian",Entertainment,"Masih Kim, Ny. West segera-Kim Kardashian"
6505,JJ Abrams invites YOU to be part of Star Wars 7,Entertainment,JJ Abrams mengundang ANDA untuk menjadi bagian dari Star Wars 7
60272,Michael Jackson's New Album 'Xscape' Gets May Release Date!,Entertainment,Album Baru Michael Jackson 'Xscape' Mendapat Tanggal Rilis Mei!
18148,China's Factory Activity Hits Seven-Month High,Economy,Aktivitas Pabrik Tiongkok Mencapai Tertingginya dalam Tujuh Bulan
59318,U.S. Takes Down Crime Ring That Infected Over 500000 Computers,Technology,AS Menghapus Jaringan Kejahatan yang Menginfeksi Lebih dari 500.000 Komputer
21493,Forex - USD/CAD touches session highs after weak Canadian data,Economy,Forex - USD/CAD menyentuh tertinggi sesi setelah data Kanada lemah
10901,Virtual reality is here (almost)...,Technology,Realitas virtual ada di sini (hampir)...
12005,A global mindset for commercial aviation's next century partnerships and global  ...,Economy,Pola pikir global untuk kemitraan penerbangan komersial abad mendatang dan ...
64557,"H&M, Alexander Wang announce collaboration with party at Coachella",Entertainment,"H&M, Alexander Wang mengumumkan kolaborasi dengan pesta di Coachella"
56243,Fake IRS Agents Swindle More Than $1 Million from Victims,Economy,Agen IRS Palsu Menipu Lebih dari $1 Juta dari Korban
61045,Google pushes for Android as mobile software spreads,Technology,Google mendorong Android seiring dengan menyebarnya perangkat lunak seluler
5506,Children's TV star Rolf Harris jailed for child abuse,Entertainment,Bintang TV anak-anak Rolf Harris dipenjara karena pelecehan anak
29542,David Henrie knew about 'HIMYM' finale since Season 1,Entertainment,David Henrie tahu tentang final 'HIMYM' sejak Musim 1
22897,New Michael Jackson album drops May 13,Entertainment,Album baru Michael Jackson dirilis pada 13 Mei
15021,Pippa Middleton gives her first TV interview,Entertainment,Pippa Middleton memberikan wawancara TV pertamanya
36890,'American Idol' eliminee MK Nobilette: I had a couple of goals other than winning,Entertainment,Eliminee 'American Idol' MK Nobilette: Saya memiliki beberapa tujuan selain menang
18722,Meteor Showers to Put on a Show Tonight,Technology,Hujan Meteor Akan Dipertontonkan Malam Ini
36291,"Nintendo profits dip hugely, plans recovery with new console for emerging markets",Technology,"Keuntungan Nintendo turun drastis, rencana pemulihan dengan konsol baru untuk pasar negara berkembang"
21037,"High-tech cooler boasts Bluetooth, blender",Technology,"Pendingin berteknologi tinggi menawarkan Bluetooth, blender"
46353,US recall for Google's Nest,Technology,Penarikan kembali Google Nest di AS
61955,"Quartz Daily Brief—Americas edition—Jamie Dimon's cancer, Hong Kong  ...",Economy,"Quartz Daily Brief—edisi Amerika—kanker Jamie Dimon, Hong Kong ..."
29291,'The Amazing Spider-Man 2' to Reach Chinese Theaters Soon,Entertainment,"""The Amazing Spider-Man 2"" Segera Tayang di Bioskop Tiongkok"
32852,Study: Biofuel from corn waste not better than gas,Economy,Studi: Biofuel dari limbah jagung tidak lebih baik dari gas
54100,MUSIC: An Inside Look At Record Store Day In Providence,Entertainment,MUSIK: Pandangan Dalam Pada Hari Penyimpanan Rekaman Di Providence
41715,Meg Ryan to Lend Voice to 'How I Met Your Dad',Entertainment,Meg Ryan Akan Memberikan Suara untuk 'How I Met Your Dad'
8352,Windows XP Support Ended,Technology,Dukungan Windows XP Berakhir
36985,Change text size for the story,Entertainment,Ubah ukuran teks untuk cerita
17852,Latest Reason To Quit Hotmail: Microsoft Admits To Spying On It,Technology,Alasan Terbaru Berhenti dari Hotmail: Microsoft Akui Memata-matainya
38605,Target CEO Steinhafel Resigns in Wake of Data Breach,Economy,CEO Target Steinhafel Mengundurkan Diri karena Pelanggaran Data
12067,Miley Cyrus Unveils Rescheduled and Additional 'Bangerz' Tour Dates,Entertainment,"""Miley Cyrus Mengumumkan Tanggal Tur 'Bangerz' yang Dijadwal Ulang dan Tambahan""."
44764,The Bachelor host Chris Harrison: No chubby Bachelors,Entertainment,Pembawa acara Sarjana Chris Harrison: Tidak ada Sarjana yang gemuk
63994,OnePlus One Finally Seen In Leaked Photos,Technology,OnePlus One Akhirnya Terlihat Dalam Bocoran Foto
48122,Gov. Chris Christie dances with Jimmy Fallon,Entertainment,Gubernur Chris Christie berdansa dengan Jimmy Fallon
52149,VOICE VIEWS: Could an iTunes surge sweep Jake Worthington to victory on The  ...,Entertainment,TAMPILAN SUARA: Mungkinkah lonjakan iTunes membawa Jake Worthington meraih kemenangan di The ...
32883,The-Dream arrested for assault for attacking his pregnant ex-girlfriend,Entertainment,The-Dream ditangkap karena penyerangan karena menyerang mantan pacarnya yang sedang hamil
3462,Orlando-area gas prices expected to tick upward,Economy,Harga gas di wilayah Orlando diperkirakan akan meningkat
37421,Video: Jack White - High Ball Stepper,Entertainment,Video: Jack White - Stepper Bola Tinggi
26020,Weekend Box Office Report: 'Transformers' Holds the Fort,Entertainment,"""Laporan Box Office Akhir Pekan: 'Transformers' Memegang Benteng""."
57915,Facebook messed with users' emotions -- for science!,Technology,Facebook mengacaukan emosi pengguna -- demi sains!
39721,Blood Moon Mesmerizes Star Gazers: Is It a Sign of the End Times?,Technology,Blood Moon Memukau Para Pengamat Bintang: Apakah Ini Tanda Akhir Zaman?
233,Game of Thrones Season 5 Spoilers: What Happens in King's Landing?,Entertainment,Spoiler Game of Thrones Musim 5: Apa yang Terjadi di King's Landing?
32504,Taylor Swift Cancels Concert in Thailand Following Military Coup,Entertainment,Taylor Swift Membatalkan Konser di Thailand Setelah Kudeta Militer
